Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1455208573.5729465,5755,1455208573,569109599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04793689546023708,-0.12250540182126654,-0.15126754991650074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9627978515625001,9.3262060546875,-2.960244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5730226,5756,1455208573,570108599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10972222858888621,-0.02024002428460221,0.2737729434153889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1831396484375,9.134604492187501,-2.069296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5817943,5758,1455208573,572106599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11824434407713978,0.10865696415285452,0.6103965218461614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0991552734375003,6.3947021484375,-1.8776953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.581856,5761,1455208573,575103599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13635383948967858,-0.21731392830570903,-0.671116594699968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2022998046875,9.90580078125,-2.557880859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5819156,5764,1455208573,578100599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16298545871284936,0.07137271721412358,0.07882956826634545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1986279296875,9.10107421875,-1.839375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5819726,5766,1455208573,580098599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025566344384166086,0.05113268876833217,1.0173274698312418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0188427734375,3.477568359375,-2.7399023437500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5916715,5769,1455208573,583095599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07456851052221868,-0.20346549063729696,-0.8884304730714067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6035449218750001,14.475498046875,-0.9867480468750001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5917413,5771,1455208573,585093599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32490565298966706,0.011717907756051346,-0.7637945340556982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.340893554687501,6.619833984375,-2.8931835937500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5918,5774,1455208573,588090599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19494337514904342,-0.05539374651245895,1.040763287423939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.876259765625,10.360854492187501,-1.7292041015625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.5918584,5776,1455208573,590088599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05006742433230048,-0.11611381520507637,-0.2844256044204626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9974462890625,12.530742187500001,-0.6514453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6027317,5779,1455208573,593085599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267664595653933,-0.04261057744126781,-0.3749730481936431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.477568359375,2.1698876953125,-4.4834765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6028109,5781,1455208573,595083599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2705771501072938,-0.03621899082507764,0.726510278794589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7542724609375,13.685141601562501,-1.0346484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6028826,5785,1455208573,599079599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0884169398682523,-0.09906958422856926,-0.5880259686894957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3231689453125,1.5471826171875,-4.6128076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6029384,5786,1455208573,600078599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07563377495825037,-0.12783172400142503,-0.42397521225110113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4668701171875003,7.587421875,-2.7590625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6127617,5787,1455208573,601077599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16937704532903955,-0.10439590640872773,-0.06817691974483929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1112890625,14.154565429687501,-0.5604345703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.612852,5789,1455208573,603075599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06817691974483929,0.004261057484052456,0.3174488019374452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5950830078125,11.9894677734375,-1.2885205078125002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6129982,5792,1455208573,606072599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628641931856731,-0.07030745277809189,-0.02982740212829287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0538085937500001,1.6142431640625001,-4.23439453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6130862,5795,1455208573,609070599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01597896550017813,-0.09800431979253756,-0.4005393946584038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4477099609375,15.217954101562501,-0.5843847656250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6131654,5796,1455208573,610069599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107874930249179,-0.05539374651245895,-0.357928817217136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2944287109375003,9.613608398437501,-3.2811767578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6227434,5798,1455208573,612067599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14061490555618378,-0.02024002428460221,0.38562569255396006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4944921875000001,1.9974462890625,-4.6798681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6228209,5801,1455208573,615064599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19068231740491662,-0.05539374651245895,0.043675841877299504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3423291015625,12.784614257812501,0.21555175781250002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6229017,5803,1455208573,617062599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027696873256229475,-0.16831178089300786,-1.0556769895283826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6452197265625004,8.5214794921875,-4.1817041015625005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.622981,5805,1455208573,619060599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916127331763474,-0.027696873256229475,-0.02450107994813439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2332763671875,4.167333984375,-3.6308496093750002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6230645,5806,1455208573,620059599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01597896550017813,0.044741102152142,0.757402947439508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723779296875,8.899892578125,-0.296982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6324532,5808,1455208573,622057599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11717907964110806,0.027696873256229475,0.743554509771096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2594628906250005,11.1272607421875,-0.55564453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.63254,5810,1455208573,624055599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06498112643674421,-0.178964408608568,-0.8458198956301388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.871787109375,6.53361328125,-4.2775048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6326036,5813,1455208573,627052599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06391586200071252,-0.0031957930480207607,0.1320927817455518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7627343750000002,9.896220703125001,-1.3412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6327047,5815,1455208573,629050599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05539374651245895,0.08202536157444053,0.9310410505126744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6979101562500003,10.174042968750001,-2.1219873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6327662,5816,1455208573,630049599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001065264371013114,-0.006391586096041521,0.5102616315696684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73623046875,7.386240234375,-3.3626074218750004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6425095,5818,1455208573,632047599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07989483270237714,-0.16937704532903955,-0.6721818591359997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4034814453125,5.6378759765625,-3.1853759765625003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6425784,5820,1455208573,634045599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019174759848570515,-0.044741102152142,-0.4005393946584038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4477099609375,12.530742187500001,-1.0681787109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.642639,5821,1455208573,635044599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052197953204363864,0.0458063665881737,0.1352885750536469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1112890625,11.70685546875,-1.8345849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.642698,5824,1455208573,638041599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07350324608618697,-0.089482204304284,0.3323625040418889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.266806640625,3.5877392578125002,-3.7314404296875003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6427557,5826,1455208573,640039599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10759169971682281,-0.10759169971682281,-0.47510790518062246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8190966796875,11.3811328125,-0.6514453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6525338,5829,1455208573,643036599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008522114968104911,0.013848436628114738,0.07030745277809189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1028271484375,6.3563818359375,-3.4344580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.652615,5831,1455208573,645034599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0884169398682523,-0.09267799761237908,0.535827978034429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6212695312500003,7.03177734375,-2.8931835937500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.652711,5834,1455208573,648031599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14807175660840563,-0.013848436628114738,-0.3611246105252311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9148974609375,9.4603271484375,-1.2981005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6527708,5836,1455208573,650029599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04154531300523611,-0.08096009713840883,-0.3547330239090409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7494824218750002,5.906118164062501,-4.042792968750001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6623547,5837,1455208573,651028599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06072006869261743,-0.12037487294920317,-0.07776430383031376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.756826171875,8.071215820312501,-4.3541455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.662434,5841,1455208573,655024599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1374191039257103,0.06391586200071252,0.21198760612555057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7711962890625,3.879931640625,-2.8500732421875004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.662502,5842,1455208573,656023599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035153726389045944,-0.052197953204363864,-0.12037487294920317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05748046875,3.1374755859375,-4.1481738281250005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6625602,5845,1455208573,659020599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12889698843745673,-0.11824434407713978,-0.4005393946584038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.155517578125,14.283896484375001,-1.5328125000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6626167,5846,1455208573,660019599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04793689546023708,0.03728425526110934,0.05858953982055403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1927197265625,11.927197265625,-0.996328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6734843,5848,1455208573,662017599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.089482204304284,0.8245146069095048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4488281250000004,1.619033203125,-3.8416113281250004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6735547,5850,1455208573,664015599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3163835375014135,-0.17257283863713463,-0.043675841877299504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.845283203125,9.7381494140625,-1.9974462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6736255,5853,1455208573,667012599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16298545871284936,0.011717907756051346,-0.7499460963872862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9385302734375,8.9525830078125,-2.5770410156250003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6737037,5856,1455208573,670009599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1565938720966592,-0.02024002428460221,1.075917013812985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.196074218750001,8.4639990234375,-1.580712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6824434,5858,1455208573,672007599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09054746874031569,-0.13102751730952011,-0.10226537753666434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9458740234375003,12.2193896484375,-0.51732421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6825287,5860,1455208573,674005599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16724651645697614,-0.07776430383031376,-1.0780475426850484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4499462890625,6.112089843750001,-4.00447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6826057,5863,1455208573,677002599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1320927817455518,0.007456850532073217,0.8149272269852196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37953125,11.82181640625,-0.795146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6826801,5866,1455208573,679999599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10546117084475942,-0.07989483270237714,-0.30360036426903314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8154248046875001,5.815107421875,-3.5637890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6922894,5868,1455208573,681997599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07030745277809189,-0.10439590640872773,-0.671116594699968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4919384765625003,5.7336767578125,-3.4152978515625003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455208573.6923773,5871,1455208573,684994599,base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2183791927417407,0.0,0.48576054954093945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3231689453125,11.5392041015625,-2.1603076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
